seq1,seq2,max_identical_run
gu_5_chr6_540330_543643,gu_122_chr25_1686365_1689887,28
gu_5_chr6_540330_543643,gu_125_chr25_1943453_1946751,24
gu_5_chr6_540330_543643,gu_129_chr25_2196640_2200000,24
gu_5_chr6_540330_543643,gu_132_chr25_2387820_2391117,30
gu_5_chr6_540330_543643,gu_134_chr25_2555274_2558571,30
gu_5_chr6_540330_543643,gu_135_chr25_2696105_2699464,30
gu_5_chr6_540330_543643,gu_136_chr25_2885280_2888577,25
gu_5_chr6_540330_543643,gu_137_chr25_3009639_3012935,36
gu_5_chr6_540330_543643,gu_142_chr25_3311510_3314806,30
gu_5_chr6_540330_543643,gu_143_chr25_3414686_3418192,24
gu_5_chr6_540330_543643,gu_144_chr25_3440324_3443823,24
gu_5_chr6_540330_543643,gu_148_chr25_3987589_3991039,23
gu_5_chr6_540330_543643,gu_149_chr25_4059649_4063008,24
gu_5_chr6_540330_543643,gu_152_chr25_4236188_4239485,30
gu_5_chr6_540330_543643,gu_155_chr25_4432026_4435323,30
gu_5_chr6_540330_543643,gu_159_chr25_4765948_4769467,28
gu_5_chr6_540330_543643,gu_161_chr25_4960897_4964193,30
gu_5_chr6_540330_543643,gu_163_chr28_5729521_5733037,36
gu_5_chr6_540330_543643,gu_198_chr29_2392670_2396178,23
gu_5_chr6_540330_543643,gu_200_chr29_2440668_2444317,27
gu_5_chr6_540330_543643,gu_203_chr30_2356706_2359763,27
gu_5_chr6_540330_543643,gu_208_chr30_3430251_3433571,28
gu_5_chr6_540330_543643,gu_225_chr30_6785028_6788382,26
gu_5_chr6_540330_543643,gu_232_chr30_8562056_8565564,23
gu_5_chr6_540330_543643,gu_233_chr30_9008213_9010764,26
gu_5_chr6_540330_543643,gu_237_chr30_9413321_9416498,30
gu_5_chr6_540330_543643,gu_242_chr31_3023279_3026583,28
gu_5_chr6_540330_543643,gu_249_chr31_3629970_3633342,26
gu_5_chr6_540330_543643,gu_250_chr31_3726637_3729960,24
gu_5_chr6_540330_543643,gu_251_chr31_3796421_3799743,30
gu_5_chr6_540330_543643,gu_255_chr31_3921763_3925248,23
gu_5_chr6_540330_543643,gu_256_chr31_3973856_3976803,28
gu_5_chr6_540330_543643,gu_268_chr31_4904022_4907319,30
gu_5_chr6_540330_543643,gu_271_chr32_3085861_3089319,23
gu_5_chr6_540330_543643,gu_276_chr32_4315921_4319428,23
gu_5_chr6_540330_543643,gu_287_chr33_2658462_2661782,30
gu_5_chr6_540330_543643,gu_292_chr33_3070974_3074297,30
gu_5_chr6_540330_543643,gu_293_chr33_3081041_3084364,30
gu_5_chr6_540330_543643,gu_294_chr33_3090071_3093247,32
gu_5_chr6_540330_543643,gu_295_chr33_3098926_3102246,36
gu_5_chr6_540330_543643,gu_299_chr33_3480813_3484133,30
gu_5_chr6_540330_543643,gu_302_chr33_3656216_3659511,30
gu_5_chr6_540330_543643,gu_304_chr34_454434_457898,23
gu_5_chr6_540330_543643,gu_324_chr34_1940524_1944046,28
gu_5_chr6_540330_543643,gu_327_chr35_2231709_2235102,26
gu_5_chr6_540330_543643,gu_328_chr35_2258214_2261608,26
gu_5_chr6_540330_543643,gu_330_chr35_2293713_2297107,26
gu_5_chr6_540330_543643,gu_333_chr35_2388522_2391914,26
gu_5_chr6_540330_543643,gu_336_chr35_2470710_2474098,26
gu_5_chr6_540330_543643,gu_338_chr35_2509685_2513079,26
gu_5_chr6_540330_543643,gu_339_chr35_2554992_2580750,26
gu_5_chr6_540330_543643,gu_340_chr35_2616331_2619724,26
gu_5_chr6_540330_543643,gu_342_chr35_2667738_2671129,26
gu_5_chr6_540330_543643,gu_343_chr35_2701691_2705011,27
gu_5_chr6_540330_543643,gu_346_chr35_2838781_2842181,26
gu_5_chr6_540330_543643,gu_347_chr35_2865367_2868760,26
gu_5_chr6_540330_543643,gu_348_chr35_2887071_2890464,26
gu_5_chr6_540330_543643,gu_352_chr35_3066534_3069931,26
gu_5_chr6_540330_543643,gu_354_chr35_3126591_3129985,26
gu_5_chr6_540330_543643,gu_359_chr35_3290846_3294232,26
gu_5_chr6_540330_543643,gu_361_chr35_3331866_3335259,26
gu_5_chr6_540330_543643,gu_364_chr35_3425950_3429271,27
gu_5_chr6_540330_543643,gu_365_chr35_3453342_3456735,26
gu_5_chr6_540330_543643,gu_367_chr35_3522849_3526187,27
gu_5_chr6_540330_543643,gu_368_chr35_3560995_3564388,26
gu_5_chr6_540330_543643,gu_369_chr35_3587142_3590536,26
gu_5_chr6_540330_543643,gu_374_chr35_3740785_3744179,26
gu_5_chr6_540330_543643,gu_382_chr36_3267027_3270717,27
gu_5_chr6_540330_543643,gu_400_chr37_4683342_4686689,26
gu_5_chr6_540330_543643,gu_406_chr37_7118591_7122007,29
gu_5_chr6_540330_543643,gu_409_chr37_7229212_7232508,30
gu_6_chr6_549251_552565,gu_7_chr6_558289_561603,110
gu_6_chr6_549251_552565,gu_8_chr6_567247_570559,110
gu_6_chr6_549251_552565,gu_9_chr6_576198_579510,99
gu_6_chr6_549251_552565,gu_14_chr7_3252147_3256307,24
gu_6_chr6_549251_552565,gu_106_chr22_195984_199487,24
gu_6_chr6_549251_552565,gu_107_chr22_227088_230611,28
gu_6_chr6_549251_552565,gu_112_chr25_1039316_1042607,30
gu_6_chr6_549251_552565,gu_115_chr25_1266520_1269817,30
gu_6_chr6_549251_552565,gu_119_chr25_1486267_1489564,30
gu_6_chr6_549251_552565,gu_122_chr25_1686365_1689887,28
gu_6_chr6_549251_552565,gu_125_chr25_1943453_1946751,24
gu_6_chr6_549251_552565,gu_129_chr25_2196640_2200000,24
gu_6_chr6_549251_552565,gu_132_chr25_2387820_2391117,30
gu_6_chr6_549251_552565,gu_134_chr25_2555274_2558571,30
gu_6_chr6_549251_552565,gu_135_chr25_2696105_2699464,30
gu_6_chr6_549251_552565,gu_136_chr25_2885280_2888577,25
gu_6_chr6_549251_552565,gu_137_chr25_3009639_3012935,36
gu_6_chr6_549251_552565,gu_142_chr25_3311510_3314806,30
gu_6_chr6_549251_552565,gu_143_chr25_3414686_3418192,24
gu_6_chr6_549251_552565,gu_144_chr25_3440324_3443823,24
gu_6_chr6_549251_552565,gu_148_chr25_3987589_3991039,23
gu_6_chr6_549251_552565,gu_149_chr25_4059649_4063008,24
gu_6_chr6_549251_552565,gu_152_chr25_4236188_4239485,30
gu_6_chr6_549251_552565,gu_155_chr25_4432026_4435323,30
gu_6_chr6_549251_552565,gu_159_chr25_4765948_4769467,28
gu_6_chr6_549251_552565,gu_161_chr25_4960897_4964193,30
gu_6_chr6_549251_552565,gu_163_chr28_5729521_5733037,36
gu_6_chr6_549251_552565,gu_198_chr29_2392670_2396178,23
gu_6_chr6_549251_552565,gu_200_chr29_2440668_2444317,27
gu_6_chr6_549251_552565,gu_203_chr30_2356706_2359763,27
gu_6_chr6_549251_552565,gu_208_chr30_3430251_3433571,28
gu_6_chr6_549251_552565,gu_225_chr30_6785028_6788382,26
gu_6_chr6_549251_552565,gu_232_chr30_8562056_8565564,23
gu_6_chr6_549251_552565,gu_233_chr30_9008213_9010764,26
gu_6_chr6_549251_552565,gu_237_chr30_9413321_9416498,30
gu_6_chr6_549251_552565,gu_242_chr31_3023279_3026583,28
gu_6_chr6_549251_552565,gu_249_chr31_3629970_3633342,26
gu_6_chr6_549251_552565,gu_250_chr31_3726637_3729960,24
gu_6_chr6_549251_552565,gu_251_chr31_3796421_3799743,30
gu_6_chr6_549251_552565,gu_255_chr31_3921763_3925248,23
gu_6_chr6_549251_552565,gu_256_chr31_3973856_3976803,28
gu_6_chr6_549251_552565,gu_268_chr31_4904022_4907319,30
gu_6_chr6_549251_552565,gu_271_chr32_3085861_3089319,23
gu_6_chr6_549251_552565,gu_276_chr32_4315921_4319428,23
gu_6_chr6_549251_552565,gu_287_chr33_2658462_2661782,30
gu_6_chr6_549251_552565,gu_292_chr33_3070974_3074297,30
gu_6_chr6_549251_552565,gu_293_chr33_3081041_3084364,30
gu_6_chr6_549251_552565,gu_294_chr33_3090071_3093247,32
gu_6_chr6_549251_552565,gu_295_chr33_3098926_3102246,36
gu_6_chr6_549251_552565,gu_299_chr33_3480813_3484133,30
gu_6_chr6_549251_552565,gu_302_chr33_3656216_3659511,30
gu_6_chr6_549251_552565,gu_304_chr34_454434_457898,23
gu_6_chr6_549251_552565,gu_324_chr34_1940524_1944046,28
gu_6_chr6_549251_552565,gu_327_chr35_2231709_2235102,26
gu_6_chr6_549251_552565,gu_328_chr35_2258214_2261608,26
gu_6_chr6_549251_552565,gu_330_chr35_2293713_2297107,26
gu_6_chr6_549251_552565,gu_333_chr35_2388522_2391914,26
gu_6_chr6_549251_552565,gu_336_chr35_2470710_2474098,26
gu_6_chr6_549251_552565,gu_338_chr35_2509685_2513079,26
gu_6_chr6_549251_552565,gu_339_chr35_2554992_2580750,26
gu_6_chr6_549251_552565,gu_340_chr35_2616331_2619724,26
gu_6_chr6_549251_552565,gu_342_chr35_2667738_2671129,26
gu_6_chr6_549251_552565,gu_343_chr35_2701691_2705011,27
gu_6_chr6_549251_552565,gu_346_chr35_2838781_2842181,26
gu_6_chr6_549251_552565,gu_347_chr35_2865367_2868760,26
gu_6_chr6_549251_552565,gu_348_chr35_2887071_2890464,26
gu_6_chr6_549251_552565,gu_352_chr35_3066534_3069931,26
gu_6_chr6_549251_552565,gu_354_chr35_3126591_3129985,26
gu_6_chr6_549251_552565,gu_359_chr35_3290846_3294232,26
gu_6_chr6_549251_552565,gu_361_chr35_3331866_3335259,26
gu_6_chr6_549251_552565,gu_364_chr35_3425950_3429271,27
gu_6_chr6_549251_552565,gu_365_chr35_3453342_3456735,26
gu_6_chr6_549251_552565,gu_367_chr35_3522849_3526187,27
gu_6_chr6_549251_552565,gu_368_chr35_3560995_3564388,26
gu_6_chr6_549251_552565,gu_369_chr35_3587142_3590536,26
gu_6_chr6_549251_552565,gu_374_chr35_3740785_3744179,26
gu_6_chr6_549251_552565,gu_382_chr36_3267027_3270717,27
gu_6_chr6_549251_552565,gu_400_chr37_4683342_4686689,26
gu_6_chr6_549251_552565,gu_406_chr37_7118591_7122007,29
gu_6_chr6_549251_552565,gu_409_chr37_7229212_7232508,30
gu_7_chr6_558289_561603,gu_8_chr6_567247_570559,110
gu_7_chr6_558289_561603,gu_9_chr6_576198_579510,99
gu_7_chr6_558289_561603,gu_14_chr7_3252147_3256307,24
gu_7_chr6_558289_561603,gu_106_chr22_195984_199487,24
gu_7_chr6_558289_561603,gu_107_chr22_227088_230611,28
gu_7_chr6_558289_561603,gu_112_chr25_1039316_1042607,30
gu_7_chr6_558289_561603,gu_115_chr25_1266520_1269817,30
gu_7_chr6_558289_561603,gu_119_chr25_1486267_1489564,30
gu_7_chr6_558289_561603,gu_122_chr25_1686365_1689887,28
gu_7_chr6_558289_561603,gu_125_chr25_1943453_1946751,24
gu_7_chr6_558289_561603,gu_129_chr25_2196640_2200000,24
gu_7_chr6_558289_561603,gu_132_chr25_2387820_2391117,30
gu_7_chr6_558289_561603,gu_134_chr25_2555274_2558571,30
gu_7_chr6_558289_561603,gu_135_chr25_2696105_2699464,30
gu_7_chr6_558289_561603,gu_136_chr25_2885280_2888577,25
gu_7_chr6_558289_561603,gu_137_chr25_3009639_3012935,36
gu_7_chr6_558289_561603,gu_142_chr25_3311510_3314806,30
gu_7_chr6_558289_561603,gu_143_chr25_3414686_3418192,24
gu_7_chr6_558289_561603,gu_144_chr25_3440324_3443823,24
gu_7_chr6_558289_561603,gu_148_chr25_3987589_3991039,23
gu_7_chr6_558289_561603,gu_149_chr25_4059649_4063008,24
gu_7_chr6_558289_561603,gu_152_chr25_4236188_4239485,30
gu_7_chr6_558289_561603,gu_155_chr25_4432026_4435323,30
gu_7_chr6_558289_561603,gu_159_chr25_4765948_4769467,28
gu_7_chr6_558289_561603,gu_161_chr25_4960897_4964193,30
gu_7_chr6_558289_561603,gu_163_chr28_5729521_5733037,36
gu_7_chr6_558289_561603,gu_198_chr29_2392670_2396178,23
gu_7_chr6_558289_561603,gu_200_chr29_2440668_2444317,27
gu_7_chr6_558289_561603,gu_203_chr30_2356706_2359763,27
gu_7_chr6_558289_561603,gu_208_chr30_3430251_3433571,28
gu_7_chr6_558289_561603,gu_225_chr30_6785028_6788382,26
gu_7_chr6_558289_561603,gu_232_chr30_8562056_8565564,23
gu_7_chr6_558289_561603,gu_233_chr30_9008213_9010764,26
gu_7_chr6_558289_561603,gu_237_chr30_9413321_9416498,30
gu_7_chr6_558289_561603,gu_242_chr31_3023279_3026583,28
gu_7_chr6_558289_561603,gu_249_chr31_3629970_3633342,26
gu_7_chr6_558289_561603,gu_250_chr31_3726637_3729960,24
gu_7_chr6_558289_561603,gu_251_chr31_3796421_3799743,30
gu_7_chr6_558289_561603,gu_255_chr31_3921763_3925248,23
gu_7_chr6_558289_561603,gu_256_chr31_3973856_3976803,28
gu_7_chr6_558289_561603,gu_268_chr31_4904022_4907319,30
gu_7_chr6_558289_561603,gu_271_chr32_3085861_3089319,23
gu_7_chr6_558289_561603,gu_276_chr32_4315921_4319428,23
gu_7_chr6_558289_561603,gu_287_chr33_2658462_2661782,30
gu_7_chr6_558289_561603,gu_292_chr33_3070974_3074297,30
gu_7_chr6_558289_561603,gu_293_chr33_3081041_3084364,30
gu_7_chr6_558289_561603,gu_294_chr33_3090071_3093247,32
gu_7_chr6_558289_561603,gu_295_chr33_3098926_3102246,36
gu_7_chr6_558289_561603,gu_299_chr33_3480813_3484133,30
gu_7_chr6_558289_561603,gu_302_chr33_3656216_3659511,30
gu_7_chr6_558289_561603,gu_304_chr34_454434_457898,23
gu_7_chr6_558289_561603,gu_324_chr34_1940524_1944046,28
gu_7_chr6_558289_561603,gu_327_chr35_2231709_2235102,26
gu_7_chr6_558289_561603,gu_328_chr35_2258214_2261608,26
gu_7_chr6_558289_561603,gu_330_chr35_2293713_2297107,26
gu_7_chr6_558289_561603,gu_333_chr35_2388522_2391914,26
gu_7_chr6_558289_561603,gu_336_chr35_2470710_2474098,26
gu_7_chr6_558289_561603,gu_338_chr35_2509685_2513079,26
gu_7_chr6_558289_561603,gu_339_chr35_2554992_2580750,26
gu_7_chr6_558289_561603,gu_340_chr35_2616331_2619724,26
gu_7_chr6_558289_561603,gu_342_chr35_2667738_2671129,26
gu_7_chr6_558289_561603,gu_343_chr35_2701691_2705011,27
gu_7_chr6_558289_561603,gu_346_chr35_2838781_2842181,26
gu_7_chr6_558289_561603,gu_347_chr35_2865367_2868760,26
gu_7_chr6_558289_561603,gu_348_chr35_2887071_2890464,26
