seq1,seq2,max_identical_run
gu_4_chr7_967186_970100,gu_36_chr7_1740214_1743128,57
gu_4_chr7_967186_970100,gu_37_chr7_1749619_1752533,57
gu_4_chr7_967186_970100,gu_38_chr7_1759024_1761938,57
gu_4_chr7_967186_970100,gu_39_chr7_1768424_1771338,57
gu_4_chr7_967186_970100,gu_40_chr7_1777829_1780743,57
gu_4_chr7_967186_970100,gu_41_chr7_1787234_1802489,57
gu_4_chr7_967186_970100,gu_313_chr30_1086174_1089105,29
gu_5_chr7_976606_979520,gu_6_chr7_986021_988935,173
gu_5_chr7_976606_979520,gu_7_chr7_995426_998340,173
gu_5_chr7_976606_979520,gu_8_chr7_1004841_1007755,85
gu_5_chr7_976606_979520,gu_9_chr7_1014236_1017150,151
gu_5_chr7_976606_979520,gu_11_chr7_1033081_1059142,121
gu_5_chr7_976606_979520,gu_19_chr7_1442340_1467106,104
gu_5_chr7_976606_979520,gu_25_chr7_1636750_1639664,70
gu_5_chr7_976606_979520,gu_26_chr7_1646154_1649067,57
gu_5_chr7_976606_979520,gu_27_chr7_1655557_1658470,57
gu_5_chr7_976606_979520,gu_28_chr7_1664971_1667885,57
gu_5_chr7_976606_979520,gu_29_chr7_1674376_1677290,57
gu_5_chr7_976606_979520,gu_30_chr7_1683780_1686693,57
gu_5_chr7_976606_979520,gu_31_chr7_1693189_1696103,57
gu_5_chr7_976606_979520,gu_32_chr7_1702589_1705503,57
gu_5_chr7_976606_979520,gu_33_chr7_1711999_1714913,57
gu_5_chr7_976606_979520,gu_34_chr7_1721399_1724313,57
gu_5_chr7_976606_979520,gu_35_chr7_1730804_1733718,57
gu_5_chr7_976606_979520,gu_36_chr7_1740214_1743128,57
gu_5_chr7_976606_979520,gu_37_chr7_1749619_1752533,57
gu_5_chr7_976606_979520,gu_38_chr7_1759024_1761938,57
gu_5_chr7_976606_979520,gu_39_chr7_1768424_1771338,57
gu_5_chr7_976606_979520,gu_40_chr7_1777829_1780743,84
gu_5_chr7_976606_979520,gu_41_chr7_1787234_1802489,82
gu_5_chr7_976606_979520,gu_316_chr30_1506647_1509580,27
gu_6_chr7_986021_988935,gu_7_chr7_995426_998340,173
gu_6_chr7_986021_988935,gu_8_chr7_1004841_1007755,85
gu_6_chr7_986021_988935,gu_9_chr7_1014236_1017150,151
gu_6_chr7_986021_988935,gu_11_chr7_1033081_1059142,121
gu_6_chr7_986021_988935,gu_19_chr7_1442340_1467106,104
gu_6_chr7_986021_988935,gu_25_chr7_1636750_1639664,70
gu_6_chr7_986021_988935,gu_26_chr7_1646154_1649067,57
gu_6_chr7_986021_988935,gu_27_chr7_1655557_1658470,57
gu_6_chr7_986021_988935,gu_28_chr7_1664971_1667885,57
gu_6_chr7_986021_988935,gu_29_chr7_1674376_1677290,57
gu_6_chr7_986021_988935,gu_30_chr7_1683780_1686693,57
gu_6_chr7_986021_988935,gu_31_chr7_1693189_1696103,57
gu_6_chr7_986021_988935,gu_32_chr7_1702589_1705503,57
gu_6_chr7_986021_988935,gu_33_chr7_1711999_1714913,57
gu_6_chr7_986021_988935,gu_34_chr7_1721399_1724313,57
gu_6_chr7_986021_988935,gu_35_chr7_1730804_1733718,57
gu_6_chr7_986021_988935,gu_36_chr7_1740214_1743128,57
gu_6_chr7_986021_988935,gu_37_chr7_1749619_1752533,57
gu_6_chr7_986021_988935,gu_38_chr7_1759024_1761938,57
gu_6_chr7_986021_988935,gu_39_chr7_1768424_1771338,57
gu_6_chr7_986021_988935,gu_40_chr7_1777829_1780743,84
gu_6_chr7_986021_988935,gu_41_chr7_1787234_1802489,82
gu_6_chr7_986021_988935,gu_316_chr30_1506647_1509580,27
gu_7_chr7_995426_998340,gu_8_chr7_1004841_1007755,85
gu_7_chr7_995426_998340,gu_9_chr7_1014236_1017150,151
gu_7_chr7_995426_998340,gu_11_chr7_1033081_1059142,121
gu_7_chr7_995426_998340,gu_19_chr7_1442340_1467106,104
gu_7_chr7_995426_998340,gu_25_chr7_1636750_1639664,70
gu_7_chr7_995426_998340,gu_26_chr7_1646154_1649067,57
gu_7_chr7_995426_998340,gu_27_chr7_1655557_1658470,57
gu_7_chr7_995426_998340,gu_28_chr7_1664971_1667885,57
gu_7_chr7_995426_998340,gu_29_chr7_1674376_1677290,57
gu_7_chr7_995426_998340,gu_30_chr7_1683780_1686693,57
gu_7_chr7_995426_998340,gu_31_chr7_1693189_1696103,57
gu_7_chr7_995426_998340,gu_32_chr7_1702589_1705503,57
gu_7_chr7_995426_998340,gu_33_chr7_1711999_1714913,57
gu_7_chr7_995426_998340,gu_34_chr7_1721399_1724313,57
gu_7_chr7_995426_998340,gu_35_chr7_1730804_1733718,57
gu_7_chr7_995426_998340,gu_36_chr7_1740214_1743128,57
gu_7_chr7_995426_998340,gu_37_chr7_1749619_1752533,57
gu_7_chr7_995426_998340,gu_38_chr7_1759024_1761938,57
gu_7_chr7_995426_998340,gu_39_chr7_1768424_1771338,57
gu_7_chr7_995426_998340,gu_40_chr7_1777829_1780743,84
gu_7_chr7_995426_998340,gu_41_chr7_1787234_1802489,82
gu_7_chr7_995426_998340,gu_316_chr30_1506647_1509580,27
gu_8_chr7_1004841_1007755,gu_9_chr7_1014236_1017150,85
gu_8_chr7_1004841_1007755,gu_11_chr7_1033081_1059142,85
gu_8_chr7_1004841_1007755,gu_19_chr7_1442340_1467106,99
gu_8_chr7_1004841_1007755,gu_25_chr7_1636750_1639664,57
gu_8_chr7_1004841_1007755,gu_26_chr7_1646154_1649067,99
gu_8_chr7_1004841_1007755,gu_27_chr7_1655557_1658470,99
gu_8_chr7_1004841_1007755,gu_28_chr7_1664971_1667885,57
gu_8_chr7_1004841_1007755,gu_29_chr7_1674376_1677290,57
gu_8_chr7_1004841_1007755,gu_30_chr7_1683780_1686693,99
gu_8_chr7_1004841_1007755,gu_31_chr7_1693189_1696103,57
gu_8_chr7_1004841_1007755,gu_32_chr7_1702589_1705503,57
gu_8_chr7_1004841_1007755,gu_33_chr7_1711999_1714913,57
gu_8_chr7_1004841_1007755,gu_34_chr7_1721399_1724313,57
gu_8_chr7_1004841_1007755,gu_35_chr7_1730804_1733718,57
gu_8_chr7_1004841_1007755,gu_36_chr7_1740214_1743128,57
gu_8_chr7_1004841_1007755,gu_37_chr7_1749619_1752533,57
gu_8_chr7_1004841_1007755,gu_38_chr7_1759024_1761938,57
gu_8_chr7_1004841_1007755,gu_39_chr7_1768424_1771338,57
gu_8_chr7_1004841_1007755,gu_40_chr7_1777829_1780743,57
gu_8_chr7_1004841_1007755,gu_41_chr7_1787234_1802489,73
gu_8_chr7_1004841_1007755,gu_212_chr7_3889651_3892532,24
gu_9_chr7_1014236_1017150,gu_11_chr7_1033081_1059142,143
gu_9_chr7_1014236_1017150,gu_19_chr7_1442340_1467106,104
gu_9_chr7_1014236_1017150,gu_25_chr7_1636750_1639664,70
gu_9_chr7_1014236_1017150,gu_26_chr7_1646154_1649067,57
gu_9_chr7_1014236_1017150,gu_27_chr7_1655557_1658470,57
gu_9_chr7_1014236_1017150,gu_28_chr7_1664971_1667885,73
gu_9_chr7_1014236_1017150,gu_29_chr7_1674376_1677290,73
gu_9_chr7_1014236_1017150,gu_30_chr7_1683780_1686693,57
gu_9_chr7_1014236_1017150,gu_31_chr7_1693189_1696103,73
gu_9_chr7_1014236_1017150,gu_32_chr7_1702589_1705503,73
gu_9_chr7_1014236_1017150,gu_33_chr7_1711999_1714913,73
gu_9_chr7_1014236_1017150,gu_34_chr7_1721399_1724313,73
gu_9_chr7_1014236_1017150,gu_35_chr7_1730804_1733718,73
gu_9_chr7_1014236_1017150,gu_36_chr7_1740214_1743128,73
gu_9_chr7_1014236_1017150,gu_37_chr7_1749619_1752533,73
gu_9_chr7_1014236_1017150,gu_38_chr7_1759024_1761938,73
gu_9_chr7_1014236_1017150,gu_39_chr7_1768424_1771338,73
gu_9_chr7_1014236_1017150,gu_40_chr7_1777829_1780743,106
gu_9_chr7_1014236_1017150,gu_41_chr7_1787234_1802489,82
gu_9_chr7_1014236_1017150,gu_316_chr30_1506647_1509580,27
gu_11_chr7_1033081_1059142,gu_19_chr7_1442340_1467106,88
gu_11_chr7_1033081_1059142,gu_25_chr7_1636750_1639664,57
gu_11_chr7_1033081_1059142,gu_26_chr7_1646154_1649067,57
gu_11_chr7_1033081_1059142,gu_27_chr7_1655557_1658470,57
gu_11_chr7_1033081_1059142,gu_28_chr7_1664971_1667885,73
gu_11_chr7_1033081_1059142,gu_29_chr7_1674376_1677290,73
gu_11_chr7_1033081_1059142,gu_30_chr7_1683780_1686693,57
gu_11_chr7_1033081_1059142,gu_31_chr7_1693189_1696103,73
gu_11_chr7_1033081_1059142,gu_32_chr7_1702589_1705503,73
gu_11_chr7_1033081_1059142,gu_33_chr7_1711999_1714913,73
gu_11_chr7_1033081_1059142,gu_34_chr7_1721399_1724313,73
gu_11_chr7_1033081_1059142,gu_35_chr7_1730804_1733718,73
gu_11_chr7_1033081_1059142,gu_36_chr7_1740214_1743128,73
gu_11_chr7_1033081_1059142,gu_37_chr7_1749619_1752533,73
gu_11_chr7_1033081_1059142,gu_38_chr7_1759024_1761938,73
gu_11_chr7_1033081_1059142,gu_39_chr7_1768424_1771338,73
gu_11_chr7_1033081_1059142,gu_40_chr7_1777829_1780743,106
gu_11_chr7_1033081_1059142,gu_41_chr7_1787234_1802489,69
gu_11_chr7_1033081_1059142,gu_316_chr30_1506647_1509580,27
gu_12_chr7_1110110_1132512,gu_15_chr7_1189520_1211974,37
gu_12_chr7_1110110_1132512,gu_17_chr7_1247334_1271713,32
gu_12_chr7_1110110_1132512,gu_18_chr7_1376229_1417989,32
gu_12_chr7_1110110_1132512,gu_20_chr7_1475083_1478569,34
gu_12_chr7_1110110_1132512,gu_22_chr7_1493319_1518287,32
gu_12_chr7_1110110_1132512,gu_23_chr7_1569246_1610616,32
gu_13_chr7_1146186_1156455,gu_19_chr7_1442340_1467106,33
gu_13_chr7_1146186_1156455,gu_252_chr25_5355115_5358533,26
gu_13_chr7_1146186_1156455,gu_255_chr25_6278289_6281711,34
gu_13_chr7_1146186_1156455,gu_747_chrunknown_1613183_1635533,26
gu_14_chr7_1171344_1182544,gu_21_chr7_1484955_1488227,29
gu_14_chr7_1171344_1182544,gu_24_chr7_1618645_1629784,65
gu_14_chr7_1171344_1182544,gu_225_chr7_5089980_5112900,26
gu_15_chr7_1189520_1211974,gu_16_chr7_1229428_1239494,52
gu_15_chr7_1189520_1211974,gu_17_chr7_1247334_1271713,113
gu_15_chr7_1189520_1211974,gu_18_chr7_1376229_1417989,113
gu_15_chr7_1189520_1211974,gu_20_chr7_1475083_1478569,49
gu_15_chr7_1189520_1211974,gu_22_chr7_1493319_1518287,113
gu_15_chr7_1189520_1211974,gu_23_chr7_1569246_1610616,113
gu_15_chr7_1189520_1211974,gu_214_chr7_4900937_4904243,24
gu_15_chr7_1189520_1211974,gu_224_chr7_5076258_5079744,36
gu_16_chr7_1229428_1239494,gu_17_chr7_1247334_1271713,52
gu_16_chr7_1229428_1239494,gu_18_chr7_1376229_1417989,52
gu_16_chr7_1229428_1239494,gu_20_chr7_1475083_1478569,26
gu_16_chr7_1229428_1239494,gu_22_chr7_1493319_1518287,52
gu_16_chr7_1229428_1239494,gu_23_chr7_1569246_1610616,52
gu_16_chr7_1229428_1239494,gu_214_chr7_4900937_4904243,24
gu_17_chr7_1247334_1271713,gu_18_chr7_1376229_1417989,113
gu_17_chr7_1247334_1271713,gu_20_chr7_1475083_1478569,54
gu_17_chr7_1247334_1271713,gu_22_chr7_1493319_1518287,113
gu_17_chr7_1247334_1271713,gu_23_chr7_1569246_1610616,113
gu_17_chr7_1247334_1271713,gu_214_chr7_4900937_4904243,24
gu_17_chr7_1247334_1271713,gu_224_chr7_5076258_5079744,37
gu_18_chr7_1376229_1417989,gu_20_chr7_1475083_1478569,54
gu_18_chr7_1376229_1417989,gu_22_chr7_1493319_1518287,113
gu_18_chr7_1376229_1417989,gu_23_chr7_1569246_1610616,113
gu_18_chr7_1376229_1417989,gu_214_chr7_4900937_4904243,24
gu_18_chr7_1376229_1417989,gu_224_chr7_5076258_5079744,36
gu_19_chr7_1442340_1467106,gu_25_chr7_1636750_1639664,56
gu_19_chr7_1442340_1467106,gu_26_chr7_1646154_1649067,58
gu_19_chr7_1442340_1467106,gu_27_chr7_1655557_1658470,58
gu_19_chr7_1442340_1467106,gu_28_chr7_1664971_1667885,51
gu_19_chr7_1442340_1467106,gu_29_chr7_1674376_1677290,49
gu_19_chr7_1442340_1467106,gu_30_chr7_1683780_1686693,58
gu_19_chr7_1442340_1467106,gu_31_chr7_1693189_1696103,51
gu_19_chr7_1442340_1467106,gu_32_chr7_1702589_1705503,49
gu_19_chr7_1442340_1467106,gu_33_chr7_1711999_1714913,51
gu_19_chr7_1442340_1467106,gu_34_chr7_1721399_1724313,49
gu_19_chr7_1442340_1467106,gu_35_chr7_1730804_1733718,49
gu_19_chr7_1442340_1467106,gu_36_chr7_1740214_1743128,49
gu_19_chr7_1442340_1467106,gu_37_chr7_1749619_1752533,49
gu_19_chr7_1442340_1467106,gu_38_chr7_1759024_1761938,49
gu_19_chr7_1442340_1467106,gu_39_chr7_1768424_1771338,49
gu_19_chr7_1442340_1467106,gu_40_chr7_1777829_1780743,51
gu_19_chr7_1442340_1467106,gu_41_chr7_1787234_1802489,82
gu_19_chr7_1442340_1467106,gu_256_chr25_6483020_6486456,33
gu_20_chr7_1475083_1478569,gu_22_chr7_1493319_1518287,54
gu_20_chr7_1475083_1478569,gu_23_chr7_1569246_1610616,54
gu_20_chr7_1475083_1478569,gu_224_chr7_5076258_5079744,36
gu_21_chr7_1484955_1488227,gu_24_chr7_1618645_1629784,53
gu_21_chr7_1484955_1488227,gu_216_chr7_4948313_4951611,24
gu_22_chr7_1493319_1518287,gu_23_chr7_1569246_1610616,113
gu_22_chr7_1493319_1518287,gu_214_chr7_4900937_4904243,24
gu_22_chr7_1493319_1518287,gu_224_chr7_5076258_5079744,37
gu_23_chr7_1569246_1610616,gu_214_chr7_4900937_4904243,24
gu_23_chr7_1569246_1610616,gu_224_chr7_5076258_5079744,36
gu_24_chr7_1618645_1629784,gu_216_chr7_4948313_4951611,24
gu_24_chr7_1618645_1629784,gu_225_chr7_5089980_5112900,26
gu_25_chr7_1636750_1639664,gu_26_chr7_1646154_1649067,58
gu_25_chr7_1636750_1639664,gu_27_chr7_1655557_1658470,58
gu_25_chr7_1636750_1639664,gu_28_chr7_1664971_1667885,57
gu_25_chr7_1636750_1639664,gu_29_chr7_1674376_1677290,57
gu_25_chr7_1636750_1639664,gu_30_chr7_1683780_1686693,58
gu_25_chr7_1636750_1639664,gu_31_chr7_1693189_1696103,57
gu_25_chr7_1636750_1639664,gu_32_chr7_1702589_1705503,57
gu_25_chr7_1636750_1639664,gu_33_chr7_1711999_1714913,57
gu_25_chr7_1636750_1639664,gu_34_chr7_1721399_1724313,57
gu_25_chr7_1636750_1639664,gu_35_chr7_1730804_1733718,57
gu_25_chr7_1636750_1639664,gu_36_chr7_1740214_1743128,57
gu_25_chr7_1636750_1639664,gu_37_chr7_1749619_1752533,57
gu_25_chr7_1636750_1639664,gu_38_chr7_1759024_1761938,57
gu_25_chr7_1636750_1639664,gu_39_chr7_1768424_1771338,57
gu_25_chr7_1636750_1639664,gu_40_chr7_1777829_1780743,57
gu_25_chr7_1636750_1639664,gu_41_chr7_1787234_1802489,57
gu_26_chr7_1646154_1649067,gu_27_chr7_1655557_1658470,173
gu_26_chr7_1646154_1649067,gu_28_chr7_1664971_1667885,66
gu_26_chr7_1646154_1649067,gu_29_chr7_1674376_1677290,57
gu_26_chr7_1646154_1649067,gu_30_chr7_1683780_1686693,173
gu_26_chr7_1646154_1649067,gu_31_chr7_1693189_1696103,66
gu_26_chr7_1646154_1649067,gu_32_chr7_1702589_1705503,57
gu_26_chr7_1646154_1649067,gu_33_chr7_1711999_1714913,66
gu_26_chr7_1646154_1649067,gu_34_chr7_1721399_1724313,57
gu_26_chr7_1646154_1649067,gu_35_chr7_1730804_1733718,57
gu_26_chr7_1646154_1649067,gu_36_chr7_1740214_1743128,57
gu_26_chr7_1646154_1649067,gu_37_chr7_1749619_1752533,57
gu_26_chr7_1646154_1649067,gu_38_chr7_1759024_1761938,57
gu_26_chr7_1646154_1649067,gu_39_chr7_1768424_1771338,57
gu_26_chr7_1646154_1649067,gu_40_chr7_1777829_1780743,57
gu_26_chr7_1646154_1649067,gu_41_chr7_1787234_1802489,73
gu_26_chr7_1646154_1649067,gu_212_chr7_3889651_3892532,24
gu_27_chr7_1655557_1658470,gu_28_chr7_1664971_1667885,66
gu_27_chr7_1655557_1658470,gu_29_chr7_1674376_1677290,57
gu_27_chr7_1655557_1658470,gu_30_chr7_1683780_1686693,173
gu_27_chr7_1655557_1658470,gu_31_chr7_1693189_1696103,66
gu_27_chr7_1655557_1658470,gu_32_chr7_1702589_1705503,57
gu_27_chr7_1655557_1658470,gu_33_chr7_1711999_1714913,66
gu_27_chr7_1655557_1658470,gu_34_chr7_1721399_1724313,57
gu_27_chr7_1655557_1658470,gu_35_chr7_1730804_1733718,57
gu_27_chr7_1655557_1658470,gu_36_chr7_1740214_1743128,57
gu_27_chr7_1655557_1658470,gu_37_chr7_1749619_1752533,57
gu_27_chr7_1655557_1658470,gu_38_chr7_1759024_1761938,57
gu_27_chr7_1655557_1658470,gu_39_chr7_1768424_1771338,57
gu_27_chr7_1655557_1658470,gu_40_chr7_1777829_1780743,57
gu_27_chr7_1655557_1658470,gu_41_chr7_1787234_1802489,73
gu_27_chr7_1655557_1658470,gu_212_chr7_3889651_3892532,24
gu_28_chr7_1664971_1667885,gu_29_chr7_1674376_1677290,156
gu_28_chr7_1664971_1667885,gu_30_chr7_1683780_1686693,66
gu_28_chr7_1664971_1667885,gu_31_chr7_1693189_1696103,173
gu_28_chr7_1664971_1667885,gu_32_chr7_1702589_1705503,156
gu_28_chr7_1664971_1667885,gu_33_chr7_1711999_1714913,173
gu_28_chr7_1664971_1667885,gu_34_chr7_1721399_1724313,156
gu_28_chr7_1664971_1667885,gu_35_chr7_1730804_1733718,156
gu_28_chr7_1664971_1667885,gu_36_chr7_1740214_1743128,156
gu_28_chr7_1664971_1667885,gu_37_chr7_1749619_1752533,156
gu_28_chr7_1664971_1667885,gu_38_chr7_1759024_1761938,156
gu_28_chr7_1664971_1667885,gu_39_chr7_1768424_1771338,156
gu_28_chr7_1664971_1667885,gu_40_chr7_1777829_1780743,82
gu_28_chr7_1664971_1667885,gu_41_chr7_1787234_1802489,57
gu_28_chr7_1664971_1667885,gu_316_chr30_1506647_1509580,27
gu_29_chr7_1674376_1677290,gu_30_chr7_1683780_1686693,57
gu_29_chr7_1674376_1677290,gu_31_chr7_1693189_1696103,156
gu_29_chr7_1674376_1677290,gu_32_chr7_1702589_1705503,173
gu_29_chr7_1674376_1677290,gu_33_chr7_1711999_1714913,156
gu_29_chr7_1674376_1677290,gu_34_chr7_1721399_1724313,173
gu_29_chr7_1674376_1677290,gu_35_chr7_1730804_1733718,173
gu_29_chr7_1674376_1677290,gu_36_chr7_1740214_1743128,173
gu_29_chr7_1674376_1677290,gu_37_chr7_1749619_1752533,173
gu_29_chr7_1674376_1677290,gu_38_chr7_1759024_1761938,173
gu_29_chr7_1674376_1677290,gu_39_chr7_1768424_1771338,173
gu_29_chr7_1674376_1677290,gu_40_chr7_1777829_1780743,99
gu_29_chr7_1674376_1677290,gu_41_chr7_1787234_1802489,66
gu_29_chr7_1674376_1677290,gu_316_chr30_1506647_1509580,27
gu_30_chr7_1683780_1686693,gu_31_chr7_1693189_1696103,66
gu_30_chr7_1683780_1686693,gu_32_chr7_1702589_1705503,57
gu_30_chr7_1683780_1686693,gu_33_chr7_1711999_1714913,66
gu_30_chr7_1683780_1686693,gu_34_chr7_1721399_1724313,57
gu_30_chr7_1683780_1686693,gu_35_chr7_1730804_1733718,57
gu_30_chr7_1683780_1686693,gu_36_chr7_1740214_1743128,57
gu_30_chr7_1683780_1686693,gu_37_chr7_1749619_1752533,57
gu_30_chr7_1683780_1686693,gu_38_chr7_1759024_1761938,57
gu_30_chr7_1683780_1686693,gu_39_chr7_1768424_1771338,57
gu_30_chr7_1683780_1686693,gu_40_chr7_1777829_1780743,57
gu_30_chr7_1683780_1686693,gu_41_chr7_1787234_1802489,73
gu_30_chr7_1683780_1686693,gu_212_chr7_3889651_3892532,24
gu_31_chr7_1693189_1696103,gu_32_chr7_1702589_1705503,156
gu_31_chr7_1693189_1696103,gu_33_chr7_1711999_1714913,173
gu_31_chr7_1693189_1696103,gu_34_chr7_1721399_1724313,156
gu_31_chr7_1693189_1696103,gu_35_chr7_1730804_1733718,156
gu_31_chr7_1693189_1696103,gu_36_chr7_1740214_1743128,156
gu_31_chr7_1693189_1696103,gu_37_chr7_1749619_1752533,156
gu_31_chr7_1693189_1696103,gu_38_chr7_1759024_1761938,156
gu_31_chr7_1693189_1696103,gu_39_chr7_1768424_1771338,156
gu_31_chr7_1693189_1696103,gu_40_chr7_1777829_1780743,82
gu_31_chr7_1693189_1696103,gu_41_chr7_1787234_1802489,57
gu_31_chr7_1693189_1696103,gu_316_chr30_1506647_1509580,27
gu_32_chr7_1702589_1705503,gu_33_chr7_1711999_1714913,156
gu_32_chr7_1702589_1705503,gu_34_chr7_1721399_1724313,173
gu_32_chr7_1702589_1705503,gu_35_chr7_1730804_1733718,173
gu_32_chr7_1702589_1705503,gu_36_chr7_1740214_1743128,173
gu_32_chr7_1702589_1705503,gu_37_chr7_1749619_1752533,173
gu_32_chr7_1702589_1705503,gu_38_chr7_1759024_1761938,173
gu_32_chr7_1702589_1705503,gu_39_chr7_1768424_1771338,173
gu_32_chr7_1702589_1705503,gu_40_chr7_1777829_1780743,99
gu_32_chr7_1702589_1705503,gu_41_chr7_1787234_1802489,66
gu_32_chr7_1702589_1705503,gu_316_chr30_1506647_1509580,27
gu_33_chr7_1711999_1714913,gu_34_chr7_1721399_1724313,156
gu_33_chr7_1711999_1714913,gu_35_chr7_1730804_1733718,156
gu_33_chr7_1711999_1714913,gu_36_chr7_1740214_1743128,156
gu_33_chr7_1711999_1714913,gu_37_chr7_1749619_1752533,156
gu_33_chr7_1711999_1714913,gu_38_chr7_1759024_1761938,156
gu_33_chr7_1711999_1714913,gu_39_chr7_1768424_1771338,156
gu_33_chr7_1711999_1714913,gu_40_chr7_1777829_1780743,82
gu_33_chr7_1711999_1714913,gu_41_chr7_1787234_1802489,57
gu_33_chr7_1711999_1714913,gu_316_chr30_1506647_1509580,27
gu_34_chr7_1721399_1724313,gu_35_chr7_1730804_1733718,173
gu_34_chr7_1721399_1724313,gu_36_chr7_1740214_1743128,173
gu_34_chr7_1721399_1724313,gu_37_chr7_1749619_1752533,173
gu_34_chr7_1721399_1724313,gu_38_chr7_1759024_1761938,173
gu_34_chr7_1721399_1724313,gu_39_chr7_1768424_1771338,173
gu_34_chr7_1721399_1724313,gu_40_chr7_1777829_1780743,99
gu_34_chr7_1721399_1724313,gu_41_chr7_1787234_1802489,66
gu_34_chr7_1721399_1724313,gu_316_chr30_1506647_1509580,27
gu_35_chr7_1730804_1733718,gu_36_chr7_1740214_1743128,173
gu_35_chr7_1730804_1733718,gu_37_chr7_1749619_1752533,173
gu_35_chr7_1730804_1733718,gu_38_chr7_1759024_1761938,173
gu_35_chr7_1730804_1733718,gu_39_chr7_1768424_1771338,173
gu_35_chr7_1730804_1733718,gu_40_chr7_1777829_1780743,99
gu_35_chr7_1730804_1733718,gu_41_chr7_1787234_1802489,66
gu_35_chr7_1730804_1733718,gu_316_chr30_1506647_1509580,27
gu_36_chr7_1740214_1743128,gu_37_chr7_1749619_1752533,173
gu_36_chr7_1740214_1743128,gu_38_chr7_1759024_1761938,173
gu_36_chr7_1740214_1743128,gu_39_chr7_1768424_1771338,173
gu_36_chr7_1740214_1743128,gu_40_chr7_1777829_1780743,99
gu_36_chr7_1740214_1743128,gu_41_chr7_1787234_1802489,66
gu_36_chr7_1740214_1743128,gu_316_chr30_1506647_1509580,27
gu_37_chr7_1749619_1752533,gu_38_chr7_1759024_1761938,173
gu_37_chr7_1749619_1752533,gu_39_chr7_1768424_1771338,173
gu_37_chr7_1749619_1752533,gu_40_chr7_1777829_1780743,99
gu_37_chr7_1749619_1752533,gu_41_chr7_1787234_1802489,66
gu_37_chr7_1749619_1752533,gu_316_chr30_1506647_1509580,27
gu_38_chr7_1759024_1761938,gu_39_chr7_1768424_1771338,173
gu_38_chr7_1759024_1761938,gu_40_chr7_1777829_1780743,99
gu_38_chr7_1759024_1761938,gu_41_chr7_1787234_1802489,66
gu_38_chr7_1759024_1761938,gu_316_chr30_1506647_1509580,27
gu_39_chr7_1768424_1771338,gu_40_chr7_1777829_1780743,99
gu_39_chr7_1768424_1771338,gu_41_chr7_1787234_1802489,66
gu_39_chr7_1768424_1771338,gu_316_chr30_1506647_1509580,27
gu_40_chr7_1777829_1780743,gu_41_chr7_1787234_1802489,66
gu_40_chr7_1777829_1780743,gu_316_chr30_1506647_1509580,27
gu_41_chr7_1787234_1802489,gu_212_chr7_3889651_3892532,24
gu_81_chr7_2885144_2903257,gu_95_chr7_3006229_3016962,33
