seq1,seq2,max_identical_run
gu_1_chr4_298922_301498,gu_655_chr30_4360664_4363273,19
gu_1_chr4_298922_301498,gu_659_chr30_4790409_4793556,15
gu_1_chr4_298922_301498,gu_669_chr31_926552_929129,21
gu_1_chr4_298922_301498,gu_671_chr31_414494_417071,15
gu_1_chr4_298922_301498,gu_723_chr33_1386194_1388771,15
gu_1_chr4_298922_301498,gu_731_chr33_2317845_2320422,15
gu_1_chr4_298922_301498,gu_739_chr33_3100983_3103560,15
gu_1_chr4_298922_301498,gu_1249_chrunknown_11273_13816,149
gu_1_chr4_298922_301498,gu_1251_chrunknown_21980_25120,39
gu_1_chr4_298922_301498,gu_1258_chrunknown_2553805_2556382,15
gu_1_chr4_298922_301498,gu_1453_chrunknown_185226_187874,56
gu_1_chr4_298922_301498,gu_1455_chrunknown_196001_199141,56
gu_1_chr4_298922_301498,gu_1456_chrunknown_566512_569089,17
gu_1_chr4_298922_301498,gu_1458_chrunknown_755733_758310,15
gu_1_chr4_298922_301498,gu_1468_chrunknown_346123_349293,54
gu_1_chr4_298922_301498,gu_1470_chrunknown_765338_767914,111
gu_1_chr4_298922_301498,gu_1472_chrunknown_776089_779229,42
gu_1_chr4_298922_301498,gu_1473_chrunknown_97346_100485,50
gu_1_chr4_298922_301498,gu_1475_chrunknown_108662_111268,50
gu_1_chr4_298922_301498,gu_1480_chrunknown_132135_135260,17
gu_3_chr4_309658_312798,gu_5_chr4_981163_983769,78
gu_3_chr4_309658_312798,gu_7_chr4_991947_995087,78
gu_3_chr4_309658_312798,gu_16_chr4_1935361_1937938,19
gu_3_chr4_309658_312798,gu_18_chr4_2139291_2141793,20
gu_3_chr4_309658_312798,gu_20_chr4_4026438_4029578,58
gu_3_chr4_309658_312798,gu_22_chr4_4037763_4040369,58
gu_3_chr4_309658_312798,gu_31_chr6_73490814_73493957,96
gu_3_chr4_309658_312798,gu_35_chr6_73288931_73292222,29
gu_3_chr4_309658_312798,gu_91_chr10_5322743_5325331,28
gu_3_chr4_309658_312798,gu_93_chr10_5366922_5370094,35
gu_3_chr4_309658_312798,gu_97_chr10_5457762_5460935,35
gu_3_chr4_309658_312798,gu_101_chr10_5546195_5548747,21
gu_3_chr4_309658_312798,gu_103_chr10_5555765_5558329,21
gu_3_chr4_309658_312798,gu_105_chr10_5596381_5599552,23
gu_3_chr4_309658_312798,gu_114_chr10_5751726_5754333,23
gu_3_chr4_309658_312798,gu_115_chr10_5783064_5785890,19
gu_3_chr4_309658_312798,gu_119_chr10_5866549_5869720,35
gu_3_chr4_309658_312798,gu_141_chr10_7062143_7064751,16
gu_3_chr4_309658_312798,gu_142_chr10_7115637_7118201,16
gu_3_chr4_309658_312798,gu_143_chr10_7129995_7132566,16
gu_3_chr4_309658_312798,gu_152_chr10_3920597_3923180,24
gu_3_chr4_309658_312798,gu_158_chr10_4955338_4957914,17
gu_3_chr4_309658_312798,gu_160_chr10_4964802_4967378,17
gu_3_chr4_309658_312798,gu_162_chr10_4974271_4976849,17
gu_3_chr4_309658_312798,gu_164_chr10_4983740_4986318,17
gu_3_chr4_309658_312798,gu_166_chr10_4993209_4995787,17
gu_3_chr4_309658_312798,gu_172_chr10_5125891_5128499,24
gu_3_chr4_309658_312798,gu_178_chr10_5230525_5233113,29
gu_3_chr4_309658_312798,gu_180_chr10_5254541_5257140,24
gu_3_chr4_309658_312798,gu_195_chr10_5612309_5615498,17
gu_3_chr4_309658_312798,gu_217_chr10_6855818_6858430,15
gu_3_chr4_309658_312798,gu_218_chr10_6919275_6921877,15
gu_3_chr4_309658_312798,gu_220_chr10_7053460_7056090,15
gu_3_chr4_309658_312798,gu_326_chr11_33907931_33910505,20
gu_3_chr4_309658_312798,gu_343_chr11_32515810_32518980,58
gu_3_chr4_309658_312798,gu_345_chr11_32527144_32529750,58
gu_3_chr4_309658_312798,gu_363_chr11_34392743_34395320,20
gu_3_chr4_309658_312798,gu_365_chr11_34582309_34584886,20
gu_3_chr4_309658_312798,gu_373_chr15_136776_139917,35
gu_3_chr4_309658_312798,gu_381_chr15_168099_171240,18
gu_3_chr4_309658_312798,gu_427_chr21_7056153_7058762,34
gu_3_chr4_309658_312798,gu_429_chr21_7089478_7092596,34
gu_3_chr4_309658_312798,gu_431_chr21_7224765_7227374,35
gu_3_chr4_309658_312798,gu_433_chr21_7400057_7402666,35
gu_3_chr4_309658_312798,gu_450_chr21_5982716_5985322,15
gu_3_chr4_309658_312798,gu_456_chr21_6946128_6949272,24
gu_3_chr4_309658_312798,gu_458_chr21_7456977_7460095,24
gu_3_chr4_309658_312798,gu_465_chr21_8163177_8165754,20
gu_3_chr4_309658_312798,gu_468_chr23_235937_238532,15
gu_3_chr4_309658_312798,gu_582_chr30_389957_392534,17
gu_3_chr4_309658_312798,gu_585_chr30_990869_994012,35
gu_3_chr4_309658_312798,gu_586_chr30_1165785_1168929,35
gu_3_chr4_309658_312798,gu_588_chr30_1469299_1472475,35
gu_3_chr4_309658_312798,gu_589_chr30_1630221_1632806,35
gu_3_chr4_309658_312798,gu_591_chr30_1759414_1762558,35
gu_3_chr4_309658_312798,gu_592_chr30_2046863_2050034,35
gu_3_chr4_309658_312798,gu_595_chr30_2732109_2735253,35
gu_3_chr4_309658_312798,gu_596_chr30_2913621_2916795,35
gu_3_chr4_309658_312798,gu_597_chr30_3301895_3305039,35
gu_3_chr4_309658_312798,gu_599_chr30_3408377_3411521,35
gu_3_chr4_309658_312798,gu_603_chr30_3641386_3644530,35
gu_3_chr4_309658_312798,gu_605_chr30_4106935_4110079,35
gu_3_chr4_309658_312798,gu_607_chr30_4277650_4280233,31
gu_3_chr4_309658_312798,gu_610_chr30_4700284_4703428,35
gu_3_chr4_309658_312798,gu_614_chr30_4934959_4938099,35
gu_3_chr4_309658_312798,gu_617_chr30_5061831_5064975,35
gu_3_chr4_309658_312798,gu_618_chr30_5189835_5192955,35
gu_3_chr4_309658_312798,gu_619_chr30_5337379_5340523,35
gu_3_chr4_309658_312798,gu_622_chr30_182666_185286,15
gu_3_chr4_309658_312798,gu_638_chr30_1862942_1865555,19
gu_3_chr4_309658_312798,gu_642_chr30_2640916_2644060,19
gu_3_chr4_309658_312798,gu_649_chr30_3797327_3800471,19
gu_3_chr4_309658_312798,gu_652_chr30_4186988_4190106,15
gu_3_chr4_309658_312798,gu_655_chr30_4360664_4363273,19
gu_3_chr4_309658_312798,gu_659_chr30_4790409_4793556,15
gu_3_chr4_309658_312798,gu_669_chr31_926552_929129,26
gu_3_chr4_309658_312798,gu_671_chr31_414494_417071,20
gu_3_chr4_309658_312798,gu_689_chr33_1821448_1824025,15
gu_3_chr4_309658_312798,gu_723_chr33_1386194_1388771,20
gu_3_chr4_309658_312798,gu_731_chr33_2317845_2320422,20
gu_3_chr4_309658_312798,gu_739_chr33_3100983_3103560,20
gu_3_chr4_309658_312798,gu_1249_chrunknown_11273_13816,46
gu_3_chr4_309658_312798,gu_1251_chrunknown_21980_25120,122
gu_3_chr4_309658_312798,gu_1258_chrunknown_2553805_2556382,20
gu_3_chr4_309658_312798,gu_1453_chrunknown_185226_187874,78
gu_3_chr4_309658_312798,gu_1455_chrunknown_196001_199141,78
gu_3_chr4_309658_312798,gu_1456_chrunknown_566512_569089,20
gu_3_chr4_309658_312798,gu_1458_chrunknown_755733_758310,20
gu_3_chr4_309658_312798,gu_1468_chrunknown_346123_349293,59
gu_3_chr4_309658_312798,gu_1470_chrunknown_765338_767914,46
gu_3_chr4_309658_312798,gu_1472_chrunknown_776089_779229,62
gu_3_chr4_309658_312798,gu_1473_chrunknown_97346_100485,58
gu_3_chr4_309658_312798,gu_1475_chrunknown_108662_111268,46
gu_3_chr4_309658_312798,gu_1480_chrunknown_132135_135260,17
gu_4_chr4_448108_451226,gu_19_chr4_3924496_3927619,26
gu_4_chr4_448108_451226,gu_23_chr4_4228329_4231449,29
gu_4_chr4_448108_451226,gu_24_chr6_70293427_70296547,31
gu_4_chr4_448108_451226,gu_25_chr6_70663504_70666624,31
gu_4_chr4_448108_451226,gu_26_chr6_72402908_72404782,29
gu_4_chr4_448108_451226,gu_29_chr6_73334749_73337116,17
gu_4_chr4_448108_451226,gu_30_chr6_73433164_73436277,17
gu_4_chr4_448108_451226,gu_32_chr6_74113181_74116302,31
gu_4_chr4_448108_451226,gu_33_chr6_70175147_70178267,31
gu_4_chr4_448108_451226,gu_422_chr21_6793680_6796795,17
gu_4_chr4_448108_451226,gu_424_chr21_6874761_6877122,16
gu_4_chr4_448108_451226,gu_466_chr21_8276991_8280113,29
gu_4_chr4_448108_451226,gu_602_chr30_3576293_3578662,17
gu_4_chr4_448108_451226,gu_609_chr30_4597754_4600867,17
gu_4_chr4_448108_451226,gu_613_chr30_4836279_4838648,17
gu_4_chr4_448108_451226,gu_664_chr31_119569_122691,30
gu_4_chr4_448108_451226,gu_754_chrZ_76925378_76928498,37
gu_4_chr4_448108_451226,gu_1226_chrunknown_84381_87500,25
gu_4_chr4_448108_451226,gu_1248_chrunknown_22957_26080,40
gu_4_chr4_448108_451226,gu_1252_chrunknown_13357_16480,26
gu_4_chr4_448108_451226,gu_1253_chrunknown_27564_29431,54
gu_4_chr4_448108_451226,gu_1257_chrunknown_598495_601615,31
gu_4_chr4_448108_451226,gu_1452_chrunknown_921568_924690,29
gu_4_chr4_448108_451226,gu_1477_chrunknown_262359_265481,29
gu_5_chr4_981163_983769,gu_7_chr4_991947_995087,146
gu_5_chr4_981163_983769,gu_16_chr4_1935361_1937938,19
gu_5_chr4_981163_983769,gu_18_chr4_2139291_2141793,20
gu_5_chr4_981163_983769,gu_20_chr4_4026438_4029578,70
gu_5_chr4_981163_983769,gu_22_chr4_4037763_4040369,70
gu_5_chr4_981163_983769,gu_31_chr6_73490814_73493957,119
gu_5_chr4_981163_983769,gu_35_chr6_73288931_73292222,29
gu_5_chr4_981163_983769,gu_91_chr10_5322743_5325331,28
gu_5_chr4_981163_983769,gu_93_chr10_5366922_5370094,50
gu_5_chr4_981163_983769,gu_97_chr10_5457762_5460935,50
gu_5_chr4_981163_983769,gu_101_chr10_5546195_5548747,21
gu_5_chr4_981163_983769,gu_103_chr10_5555765_5558329,21
gu_5_chr4_981163_983769,gu_105_chr10_5596381_5599552,36
gu_5_chr4_981163_983769,gu_114_chr10_5751726_5754333,32
gu_5_chr4_981163_983769,gu_115_chr10_5783064_5785890,15
gu_5_chr4_981163_983769,gu_119_chr10_5866549_5869720,50
gu_5_chr4_981163_983769,gu_141_chr10_7062143_7064751,15
gu_5_chr4_981163_983769,gu_143_chr10_7129995_7132566,15
gu_5_chr4_981163_983769,gu_152_chr10_3920597_3923180,24
gu_5_chr4_981163_983769,gu_158_chr10_4955338_4957914,17
gu_5_chr4_981163_983769,gu_160_chr10_4964802_4967378,17
gu_5_chr4_981163_983769,gu_162_chr10_4974271_4976849,17
gu_5_chr4_981163_983769,gu_164_chr10_4983740_4986318,17
gu_5_chr4_981163_983769,gu_166_chr10_4993209_4995787,17
gu_5_chr4_981163_983769,gu_172_chr10_5125891_5128499,24
gu_5_chr4_981163_983769,gu_178_chr10_5230525_5233113,29
gu_5_chr4_981163_983769,gu_180_chr10_5254541_5257140,24
gu_5_chr4_981163_983769,gu_195_chr10_5612309_5615498,17
gu_5_chr4_981163_983769,gu_217_chr10_6855818_6858430,15
gu_5_chr4_981163_983769,gu_218_chr10_6919275_6921877,15
gu_5_chr4_981163_983769,gu_220_chr10_7053460_7056090,15
gu_5_chr4_981163_983769,gu_326_chr11_33907931_33910505,20
gu_5_chr4_981163_983769,gu_343_chr11_32515810_32518980,70
gu_5_chr4_981163_983769,gu_345_chr11_32527144_32529750,70
gu_5_chr4_981163_983769,gu_363_chr11_34392743_34395320,20
gu_5_chr4_981163_983769,gu_365_chr11_34582309_34584886,20
gu_5_chr4_981163_983769,gu_373_chr15_136776_139917,76
gu_5_chr4_981163_983769,gu_381_chr15_168099_171240,18
gu_5_chr4_981163_983769,gu_427_chr21_7056153_7058762,34
gu_5_chr4_981163_983769,gu_429_chr21_7089478_7092596,34
gu_5_chr4_981163_983769,gu_431_chr21_7224765_7227374,38
gu_5_chr4_981163_983769,gu_433_chr21_7400057_7402666,38
gu_5_chr4_981163_983769,gu_450_chr21_5982716_5985322,15
gu_5_chr4_981163_983769,gu_456_chr21_6946128_6949272,24
gu_5_chr4_981163_983769,gu_458_chr21_7456977_7460095,24
gu_5_chr4_981163_983769,gu_465_chr21_8163177_8165754,20
gu_5_chr4_981163_983769,gu_585_chr30_990869_994012,39
gu_5_chr4_981163_983769,gu_586_chr30_1165785_1168929,38
gu_5_chr4_981163_983769,gu_588_chr30_1469299_1472475,40
gu_5_chr4_981163_983769,gu_589_chr30_1630221_1632806,35
gu_5_chr4_981163_983769,gu_591_chr30_1759414_1762558,38
gu_5_chr4_981163_983769,gu_592_chr30_2046863_2050034,41
gu_5_chr4_981163_983769,gu_595_chr30_2732109_2735253,39
gu_5_chr4_981163_983769,gu_596_chr30_2913621_2916795,38
gu_5_chr4_981163_983769,gu_597_chr30_3301895_3305039,51
gu_5_chr4_981163_983769,gu_599_chr30_3408377_3411521,51
gu_5_chr4_981163_983769,gu_603_chr30_3641386_3644530,38
gu_5_chr4_981163_983769,gu_605_chr30_4106935_4110079,38
gu_5_chr4_981163_983769,gu_607_chr30_4277650_4280233,31
gu_5_chr4_981163_983769,gu_610_chr30_4700284_4703428,38
gu_5_chr4_981163_983769,gu_614_chr30_4934959_4938099,51
gu_5_chr4_981163_983769,gu_617_chr30_5061831_5064975,38
gu_5_chr4_981163_983769,gu_618_chr30_5189835_5192955,38
gu_5_chr4_981163_983769,gu_619_chr30_5337379_5340523,38
gu_5_chr4_981163_983769,gu_622_chr30_182666_185286,15
gu_5_chr4_981163_983769,gu_638_chr30_1862942_1865555,19
gu_5_chr4_981163_983769,gu_642_chr30_2640916_2644060,19
gu_5_chr4_981163_983769,gu_649_chr30_3797327_3800471,19
gu_5_chr4_981163_983769,gu_652_chr30_4186988_4190106,15
gu_5_chr4_981163_983769,gu_655_chr30_4360664_4363273,19
gu_5_chr4_981163_983769,gu_659_chr30_4790409_4793556,15
gu_5_chr4_981163_983769,gu_669_chr31_926552_929129,26
gu_5_chr4_981163_983769,gu_671_chr31_414494_417071,20
gu_5_chr4_981163_983769,gu_689_chr33_1821448_1824025,15
gu_5_chr4_981163_983769,gu_723_chr33_1386194_1388771,20
gu_5_chr4_981163_983769,gu_731_chr33_2317845_2320422,20
gu_5_chr4_981163_983769,gu_739_chr33_3100983_3103560,20
gu_5_chr4_981163_983769,gu_1249_chrunknown_11273_13816,54
gu_5_chr4_981163_983769,gu_1251_chrunknown_21980_25120,78
gu_5_chr4_981163_983769,gu_1258_chrunknown_2553805_2556382,20
gu_5_chr4_981163_983769,gu_1453_chrunknown_185226_187874,146
gu_5_chr4_981163_983769,gu_1455_chrunknown_196001_199141,146
gu_5_chr4_981163_983769,gu_1456_chrunknown_566512_569089,20
gu_5_chr4_981163_983769,gu_1458_chrunknown_755733_758310,20
gu_5_chr4_981163_983769,gu_1468_chrunknown_346123_349293,112
gu_5_chr4_981163_983769,gu_1470_chrunknown_765338_767914,92
gu_5_chr4_981163_983769,gu_1472_chrunknown_776089_779229,65
gu_5_chr4_981163_983769,gu_1473_chrunknown_97346_100485,70
gu_5_chr4_981163_983769,gu_1475_chrunknown_108662_111268,58
gu_5_chr4_981163_983769,gu_1480_chrunknown_132135_135260,17
gu_7_chr4_991947_995087,gu_16_chr4_1935361_1937938,19
gu_7_chr4_991947_995087,gu_18_chr4_2139291_2141793,20
gu_7_chr4_991947_995087,gu_20_chr4_4026438_4029578,70
gu_7_chr4_991947_995087,gu_22_chr4_4037763_4040369,70
gu_7_chr4_991947_995087,gu_31_chr6_73490814_73493957,119
gu_7_chr4_991947_995087,gu_35_chr6_73288931_73292222,29
gu_7_chr4_991947_995087,gu_91_chr10_5322743_5325331,28
gu_7_chr4_991947_995087,gu_93_chr10_5366922_5370094,50
gu_7_chr4_991947_995087,gu_97_chr10_5457762_5460935,50
gu_7_chr4_991947_995087,gu_101_chr10_5546195_5548747,21
gu_7_chr4_991947_995087,gu_103_chr10_5555765_5558329,21
gu_7_chr4_991947_995087,gu_105_chr10_5596381_5599552,36
gu_7_chr4_991947_995087,gu_114_chr10_5751726_5754333,32
gu_7_chr4_991947_995087,gu_115_chr10_5783064_5785890,18
gu_7_chr4_991947_995087,gu_119_chr10_5866549_5869720,50
gu_7_chr4_991947_995087,gu_152_chr10_3920597_3923180,24
gu_7_chr4_991947_995087,gu_158_chr10_4955338_4957914,17
gu_7_chr4_991947_995087,gu_160_chr10_4964802_4967378,17
gu_7_chr4_991947_995087,gu_162_chr10_4974271_4976849,17
gu_7_chr4_991947_995087,gu_164_chr10_4983740_4986318,17
gu_7_chr4_991947_995087,gu_166_chr10_4993209_4995787,17
gu_7_chr4_991947_995087,gu_172_chr10_5125891_5128499,24
gu_7_chr4_991947_995087,gu_178_chr10_5230525_5233113,29
gu_7_chr4_991947_995087,gu_180_chr10_5254541_5257140,24
gu_7_chr4_991947_995087,gu_195_chr10_5612309_5615498,17
gu_7_chr4_991947_995087,gu_217_chr10_6855818_6858430,15
gu_7_chr4_991947_995087,gu_218_chr10_6919275_6921877,15
gu_7_chr4_991947_995087,gu_220_chr10_7053460_7056090,15
gu_7_chr4_991947_995087,gu_326_chr11_33907931_33910505,20
gu_7_chr4_991947_995087,gu_343_chr11_32515810_32518980,70
gu_7_chr4_991947_995087,gu_345_chr11_32527144_32529750,70
gu_7_chr4_991947_995087,gu_363_chr11_34392743_34395320,20
gu_7_chr4_991947_995087,gu_365_chr11_34582309_34584886,20
gu_7_chr4_991947_995087,gu_373_chr15_136776_139917,76
gu_7_chr4_991947_995087,gu_381_chr15_168099_171240,18
gu_7_chr4_991947_995087,gu_427_chr21_7056153_7058762,34
gu_7_chr4_991947_995087,gu_429_chr21_7089478_7092596,34
gu_7_chr4_991947_995087,gu_431_chr21_7224765_7227374,38
gu_7_chr4_991947_995087,gu_433_chr21_7400057_7402666,38
gu_7_chr4_991947_995087,gu_450_chr21_5982716_5985322,15
gu_7_chr4_991947_995087,gu_456_chr21_6946128_6949272,24
gu_7_chr4_991947_995087,gu_458_chr21_7456977_7460095,24
gu_7_chr4_991947_995087,gu_465_chr21_8163177_8165754,20
gu_7_chr4_991947_995087,gu_585_chr30_990869_994012,39
gu_7_chr4_991947_995087,gu_586_chr30_1165785_1168929,38
gu_7_chr4_991947_995087,gu_588_chr30_1469299_1472475,40
gu_7_chr4_991947_995087,gu_589_chr30_1630221_1632806,35
gu_7_chr4_991947_995087,gu_591_chr30_1759414_1762558,38
gu_7_chr4_991947_995087,gu_592_chr30_2046863_2050034,41
gu_7_chr4_991947_995087,gu_595_chr30_2732109_2735253,39
gu_7_chr4_991947_995087,gu_596_chr30_2913621_2916795,38
gu_7_chr4_991947_995087,gu_597_chr30_3301895_3305039,51
gu_7_chr4_991947_995087,gu_599_chr30_3408377_3411521,51
gu_7_chr4_991947_995087,gu_603_chr30_3641386_3644530,38
gu_7_chr4_991947_995087,gu_605_chr30_4106935_4110079,38
gu_7_chr4_991947_995087,gu_607_chr30_4277650_4280233,31
gu_7_chr4_991947_995087,gu_610_chr30_4700284_4703428,38
gu_7_chr4_991947_995087,gu_614_chr30_4934959_4938099,51
gu_7_chr4_991947_995087,gu_617_chr30_5061831_5064975,38
gu_7_chr4_991947_995087,gu_618_chr30_5189835_5192955,38
gu_7_chr4_991947_995087,gu_619_chr30_5337379_5340523,38
gu_7_chr4_991947_995087,gu_622_chr30_182666_185286,15
gu_7_chr4_991947_995087,gu_638_chr30_1862942_1865555,19
gu_7_chr4_991947_995087,gu_642_chr30_2640916_2644060,19
gu_7_chr4_991947_995087,gu_649_chr30_3797327_3800471,19
gu_7_chr4_991947_995087,gu_652_chr30_4186988_4190106,15
gu_7_chr4_991947_995087,gu_655_chr30_4360664_4363273,19
gu_7_chr4_991947_995087,gu_659_chr30_4790409_4793556,15
gu_7_chr4_991947_995087,gu_669_chr31_926552_929129,26
gu_7_chr4_991947_995087,gu_671_chr31_414494_417071,20
gu_7_chr4_991947_995087,gu_689_chr33_1821448_1824025,15
gu_7_chr4_991947_995087,gu_723_chr33_1386194_1388771,20
gu_7_chr4_991947_995087,gu_731_chr33_2317845_2320422,20
gu_7_chr4_991947_995087,gu_739_chr33_3100983_3103560,20
gu_7_chr4_991947_995087,gu_1249_chrunknown_11273_13816,56
gu_7_chr4_991947_995087,gu_1251_chrunknown_21980_25120,78
gu_7_chr4_991947_995087,gu_1258_chrunknown_2553805_2556382,20
gu_7_chr4_991947_995087,gu_1453_chrunknown_185226_187874,149
gu_7_chr4_991947_995087,gu_1455_chrunknown_196001_199141,149
gu_7_chr4_991947_995087,gu_1456_chrunknown_566512_569089,20
gu_7_chr4_991947_995087,gu_1458_chrunknown_755733_758310,20
gu_7_chr4_991947_995087,gu_1468_chrunknown_346123_349293,112
gu_7_chr4_991947_995087,gu_1470_chrunknown_765338_767914,92
gu_7_chr4_991947_995087,gu_1472_chrunknown_776089_779229,65
gu_7_chr4_991947_995087,gu_1473_chrunknown_97346_100485,70
gu_7_chr4_991947_995087,gu_1475_chrunknown_108662_111268,58
gu_7_chr4_991947_995087,gu_1480_chrunknown_132135_135260,17
gu_16_chr4_1935361_1937938,gu_18_chr4_2139291_2141793,168
gu_16_chr4_1935361_1937938,gu_20_chr4_4026438_4029578,24
gu_16_chr4_1935361_1937938,gu_22_chr4_4037763_4040369,19
gu_16_chr4_1935361_1937938,gu_31_chr6_73490814_73493957,19
gu_16_chr4_1935361_1937938,gu_35_chr6_73288931_73292222,23
gu_16_chr4_1935361_1937938,gu_101_chr10_5546195_5548747,15
gu_16_chr4_1935361_1937938,gu_103_chr10_5555765_5558329,15
gu_16_chr4_1935361_1937938,gu_121_chr10_6697273_6699884,16
gu_16_chr4_1935361_1937938,gu_195_chr10_5612309_5615498,16
gu_16_chr4_1935361_1937938,gu_211_chr10_6688622_6691186,20
gu_16_chr4_1935361_1937938,gu_213_chr10_6754978_6756154,28
gu_16_chr4_1935361_1937938,gu_215_chr10_6785472_6788026,25
gu_16_chr4_1935361_1937938,gu_216_chr10_6799817_6802381,20
gu_16_chr4_1935361_1937938,gu_217_chr10_6855818_6858430,16
gu_16_chr4_1935361_1937938,gu_218_chr10_6919275_6921877,31
gu_16_chr4_1935361_1937938,gu_220_chr10_7053460_7056090,17
gu_16_chr4_1935361_1937938,gu_326_chr11_33907931_33910505,58
gu_16_chr4_1935361_1937938,gu_343_chr11_32515810_32518980,24
gu_16_chr4_1935361_1937938,gu_345_chr11_32527144_32529750,19
gu_16_chr4_1935361_1937938,gu_363_chr11_34392743_34395320,112
gu_16_chr4_1935361_1937938,gu_365_chr11_34582309_34584886,87
